Time (MS),Core Type,Frequency
35700,small 4,0
35700,medium1,1663000
35700,medium2,1663000
35700,large1,2704000
35700,large2,0
35800,small 1,1803000
35800,small 2,1803000
35800,small 3,0
35800,small 4,0
35800,medium1,1663000
35800,medium2,1663000
35800,large1,2704000
35800,large2,0
35900,small 1,1803000
35900,small 2,1803000
35900,small 3,0
35900,small 4,0
35900,medium1,1663000
35900,medium2,1663000
35900,large1,2704000
35900,large2,0
36000,small 1,1803000
36000,small 2,1803000
36000,small 3,0
36000,small 4,0
36000,medium1,1663000
36000,medium2,1663000
36000,large1,2704000
36000,large2,0
36100,small 1,1803000
36100,small 2,1803000
36100,small 3,0
36100,small 4,0
36100,medium1,1663000
36100,medium2,1663000
36100,large1,2704000
36100,large2,0
36200,small 1,1803000
36200,small 2,1803000
36200,small 3,0
36200,small 4,0
36200,medium1,1663000
36200,medium2,1663000
36200,large1,2704000
36200,large2,0
36300,small 1,1803000
36300,small 2,1803000
36300,small 3,0
36300,small 4,0
36300,medium1,1663000
36300,medium2,1663000
36300,large1,2704000
36300,large2,0
36400,small 1,1803000
36400,small 2,1803000
36400,small 3,0
36400,small 4,0
36400,medium1,1663000
36400,medium2,1663000
36400,large1,2704000
36400,large2,0
36500,small 1,1803000
36500,small 2,1803000
36500,small 3,0
36500,small 4,0
36500,medium1,1663000
36500,medium2,1663000
36500,large1,2704000
36500,large2,0
36600,small 1,1803000
36600,small 2,1803000
36600,small 3,0
36600,small 4,0
36600,medium1,1663000
36600,medium2,1663000
36600,large1,2704000
36600,large2,0
36700,small 1,1803000
36700,small 2,1803000
36700,small 3,0
36700,small 4,0
36700,medium1,1663000
36700,medium2,1663000
36700,large1,2704000
36700,large2,0
36800,small 1,1803000
36800,small 2,1803000
36800,small 3,0
36800,small 4,0
36800,medium1,1663000
36800,medium2,1663000
36800,large1,2704000
36800,large2,0
36900,small 1,1803000
36900,small 2,1803000
36900,small 3,0
36900,small 4,0
36900,medium1,1663000
36900,medium2,1663000
36900,large1,2704000
36900,large2,0
37000,small 1,1803000
37000,small 2,1803000
37000,small 3,0
37000,small 4,0
37000,medium1,1663000
37000,medium2,1663000
37000,large1,2704000
37000,large2,0
37100,small 1,1803000
37100,small 2,1803000
37100,small 3,0
37100,small 4,0
37100,medium1,1663000
37100,medium2,1663000
37100,large1,2704000
37100,large2,0
37200,small 1,1803000
37200,small 2,1803000
37200,small 3,0
37200,small 4,0
37200,medium1,1663000
37200,medium2,1663000
37200,large1,2704000
37200,large2,0
37300,small 1,1803000
37300,small 2,1803000
37300,small 3,0
37300,small 4,0
37300,medium1,1663000
37300,medium2,1663000
37300,large1,2704000
37300,large2,0
37400,small 1,1803000
37400,small 2,1803000
37400,small 3,0
37400,small 4,0
37400,medium1,1663000
37400,medium2,1663000
37400,large1,2704000
37400,large2,0
37500,small 1,1803000
37500,small 2,1803000
37500,small 3,0
37500,small 4,0
37500,medium1,1663000
37500,medium2,1663000
37500,large1,2704000
37500,large2,0
37600,small 1,1803000
37600,small 2,1803000
37600,small 3,0
37600,small 4,0
37600,medium1,1663000
37600,medium2,1663000
37600,large1,2704000
37600,large2,0
37700,small 1,1803000
37700,small 2,1803000
37700,small 3,0
37700,small 4,0
37700,medium1,1663000
37700,medium2,1663000
37700,large1,2704000
37700,large2,0
37800,small 1,1803000
37800,small 2,1803000
37800,small 3,0
37800,small 4,0
37800,medium1,1663000
37800,medium2,1663000
37800,large1,2704000
37800,large2,0
37900,small 1,1803000
37900,small 2,1803000
37900,small 3,0
37900,small 4,0
37900,medium1,1663000
37900,medium2,1663000
37900,large1,2704000
37900,large2,0
38000,small 1,1803000
38000,small 2,1803000
38000,small 3,0
38000,small 4,0
38000,medium1,1663000
38000,medium2,1663000
38000,large1,2704000
38000,large2,0
38100,small 1,1803000
38100,small 2,1803000
38100,small 3,0
38100,small 4,0
38100,medium1,1663000
38100,medium2,1663000
38100,large1,2704000
38100,large2,0
38200,small 1,1803000
38200,small 2,1803000
38200,small 3,0
38200,small 4,0
38200,medium1,1663000
38200,medium2,1663000
38200,large1,2704000
38200,large2,0
38300,small 1,1803000
38300,small 2,1803000
38300,small 3,0
38300,small 4,0
38300,medium1,1663000
38300,medium2,1663000
38300,large1,2704000
38300,large2,0
38400,small 1,1803000
38400,small 2,1803000
38400,small 3,0
38400,small 4,0
38400,medium1,1663000
38400,medium2,1663000
38400,large1,2704000
38400,large2,0
38500,small 1,1803000
38500,small 2,1803000
38500,small 3,0
38500,small 4,0
38500,medium1,1663000
38500,medium2,1663000
38500,large1,2704000
38500,large2,0
38600,small 1,1803000
38600,small 2,1803000
38600,small 3,0
38600,small 4,0
38600,medium1,1663000
38600,medium2,1663000
38600,large1,2704000
38600,large2,0
38700,small 1,1803000
38700,small 2,1803000
38700,small 3,0
38700,small 4,0
38700,medium1,1663000
38700,medium2,1663000
38700,large1,2704000
38700,large2,0
38800,small 1,1803000
38800,small 2,1803000
38800,small 3,0
38800,small 4,0
38800,medium1,1663000
38800,medium2,1663000
38800,large1,2704000
38800,large2,0
38900,small 1,1598000
38900,small 2,0
38900,small 3,0
38900,small 4,0
38900,medium1,1663000
38900,medium2,1663000
38900,large1,2507000
38900,large2,0
39000,small 1,1803000
39000,small 2,1803000
39000,small 3,1803000
39000,small 4,0
39000,medium1,553000
39000,medium2,0
39000,large1,2401000
39000,large2,0
39100,small 1,1803000
39100,small 2,1803000
39100,small 3,1803000
39100,small 4,0
39100,medium1,553000
39100,medium2,0
39100,large1,2401000
39100,large2,0
39200,small 1,1803000
39200,small 2,1803000
39200,small 3,0
39200,small 4,0
39200,medium1,1663000
39200,medium2,1663000
39200,large1,2704000
39200,large2,0
39300,small 1,1803000
39300,small 2,1803000
39300,small 3,0
39300,small 4,0
39300,medium1,1663000
39300,medium2,1663000
39300,large1,2704000
39300,large2,0
39400,small 1,1803000
39400,small 2,1803000
39400,small 3,0
39400,small 4,0
39400,medium1,1663000
39400,medium2,1663000
39400,large1,2704000
39400,large2,0
39500,small 1,1803000
39500,small 2,1803000
39500,small 3,0
39500,small 4,0
39500,medium1,1663000
39500,medium2,1663000
39500,large1,2704000
39500,large2,0
39600,small 1,1803000
39600,small 2,1803000
39600,small 3,0
39600,small 4,0
39600,medium1,1663000
39600,medium2,1663000
39600,large1,2704000
39600,large2,0
39700,small 1,1803000
39700,small 2,1803000
39700,small 3,0
39700,small 4,0
39700,medium1,1663000
39700,medium2,1663000
39700,large1,2704000
39700,large2,0
39800,small 1,1803000
39800,small 2,1803000
39800,small 3,0
39800,small 4,0
39800,medium1,1663000
39800,medium2,1663000
39800,large1,2704000
39800,large2,0
39900,small 1,1803000
39900,small 2,1803000
39900,small 3,0
39900,small 4,0
39900,medium1,1663000
39900,medium2,1663000
39900,large1,2704000
39900,large2,0
40000,small 1,1803000
40000,small 2,1803000
40000,small 3,0
40000,small 4,0
40000,medium1,1663000
40000,medium2,1663000
40000,large1,2704000
40000,large2,0
40100,small 1,1803000
40100,small 2,1803000
40100,small 3,0
40100,small 4,0
40100,medium1,1663000
40100,medium2,1663000
40100,large1,2704000
40100,large2,0
40200,small 1,1803000
40200,small 2,1803000
40200,small 3,0
40200,small 4,0
40200,medium1,1663000
40200,medium2,1663000
40200,large1,2704000
40200,large2,0
40300,small 1,1803000
40300,small 2,1803000
40300,small 3,0
40300,small 4,0
40300,medium1,1663000
40300,medium2,1663000
40300,large1,2704000
40300,large2,0
40400,small 1,1803000
40400,small 2,1803000
40400,small 3,0
40400,small 4,0
40400,medium1,1663000
40400,medium2,1663000
40400,large1,2704000
40400,large2,0
40500,small 1,1803000
40500,small 2,1803000
40500,small 3,0
40500,small 4,0
40500,medium1,1663000
40500,medium2,1663000
40500,large1,2704000
40500,large2,0
40600,small 1,1803000
40600,small 2,1803000
40600,small 3,0
40600,small 4,0
40600,medium1,1663000
40600,medium2,1663000
40600,large1,2704000
40600,large2,0
40700,small 1,1803000
40700,small 2,1803000
40700,small 3,0
40700,small 4,0
40700,medium1,1663000
40700,medium2,1663000
40700,large1,2704000
40700,large2,0
40800,small 1,1803000
40800,small 2,1803000
40800,small 3,0
40800,small 4,0
40800,medium1,1663000
40800,medium2,1663000
40800,large1,2704000
40800,large2,0
40900,small 1,1803000
40900,small 2,1803000
40900,small 3,0
40900,small 4,0
40900,medium1,1663000
40900,medium2,1663000
40900,large1,2704000
40900,large2,0
41000,small 1,1803000
41000,small 2,1803000
41000,small 3,0
41000,small 4,0
41000,medium1,1663000
41000,medium2,1663000
41000,large1,2704000
41000,large2,0
41100,small 1,1803000
41100,small 2,1803000
41100,small 3,0
41100,small 4,0
41100,medium1,1663000
41100,medium2,1663000
41100,large1,2704000
41100,large2,0
41200,small 1,1803000
41200,small 2,1803000
41200,small 3,0
41200,small 4,0
41200,medium1,1663000
41200,medium2,1663000
41200,large1,2704000
41200,large2,0
41300,small 1,1803000
41300,small 2,1803000
41300,small 3,0
41300,small 4,0
41300,medium1,1663000
41300,medium2,1663000
41300,large1,2704000
41300,large2,0
41400,small 1,1803000
41400,small 2,1803000
41400,small 3,0
41400,small 4,0
41400,medium1,1663000
41400,medium2,1663000
41400,large1,2704000
41400,large2,0
41500,small 1,1803000
41500,small 2,1803000
41500,small 3,0
41500,small 4,0
41500,medium1,1663000
41500,medium2,1663000
41500,large1,2704000
41500,large2,0
41600,small 1,1803000
41600,small 2,1803000
41600,small 3,0
41600,small 4,0
41600,medium1,1663000
41600,medium2,1663000
41600,large1,2704000
41600,large2,0
41700,small 1,1803000
41700,small 2,1803000
41700,small 3,0
41700,small 4,0
41700,medium1,1663000
41700,medium2,1663000
41700,large1,2704000
41700,large2,0
41800,small 1,1803000
41800,small 2,1803000
41800,small 3,0
41800,small 4,0
41800,medium1,1663000
41800,medium2,1663000
41800,large1,2704000
41800,large2,0
41900,small 1,1803000
41900,small 2,1803000
41900,small 3,0
41900,small 4,0
41900,medium1,1663000
41900,medium2,1663000
41900,large1,2704000
41900,large2,0
42000,small 1,1803000
42000,small 2,1803000
42000,small 3,0
42000,small 4,0
42000,medium1,1663000
42000,medium2,1663000
42000,large1,2704000
42000,large2,0
42100,small 1,1803000
42100,small 2,1803000
42100,small 3,0
42100,small 4,0
42100,medium1,1663000
42100,medium2,1663000
42100,large1,2704000
42100,large2,0
42200,small 1,1803000
42200,small 2,1803000
42200,small 3,0
42200,small 4,0
42200,medium1,1663000
42200,medium2,1663000
42200,large1,2704000
42200,large2,0
42300,small 1,1803000
42300,small 2,1803000
42300,small 3,0
42300,small 4,0
42300,medium1,1663000
42300,medium2,1663000
42300,large1,2704000
42300,large2,0
42400,small 1,1803000
42400,small 2,1803000
42400,small 3,0
42400,small 4,0
42400,medium1,1663000
42400,medium2,1663000
42400,large1,2704000
42400,large2,0
42500,small 1,1803000
42500,small 2,1803000
42500,small 3,0
42500,small 4,0
42500,medium1,1663000
42500,medium2,1663000
42500,large1,2704000
42500,large2,0
42600,small 1,1803000
42600,small 2,1803000
42600,small 3,0
42600,small 4,0
42600,medium1,1663000
42600,medium2,1663000
42600,large1,2704000
42600,large2,0
42700,small 1,1803000
42700,small 2,1803000
42700,small 3,0
42700,small 4,0
42700,medium1,1663000
42700,medium2,1663000
42700,large1,2704000
42700,large2,0
42800,small 1,1803000
42800,small 2,1803000
42800,small 3,0
42800,small 4,0
42800,medium1,1663000
42800,medium2,1663000
42800,large1,2704000
42800,large2,0
42900,small 1,1803000
42900,small 2,1803000
42900,small 3,0
42900,small 4,0
42900,medium1,1663000
42900,medium2,1663000
42900,large1,2704000
42900,large2,0
43000,small 1,1803000
43000,small 2,1803000
43000,small 3,0
43000,small 4,0
43000,medium1,1663000
43000,medium2,1663000
43000,large1,2704000
43000,large2,0
43100,small 1,1803000
43100,small 2,1803000
43100,small 3,0
43100,small 4,0
43100,medium1,1663000
43100,medium2,1663000
43100,large1,2704000
43100,large2,0
43200,small 1,1803000
43200,small 2,1803000
43200,small 3,0
43200,small 4,0
43200,medium1,1663000
43200,medium2,1663000
43200,large1,2704000
43200,large2,0
43300,small 1,1803000
43300,small 2,1803000
43300,small 3,0
43300,small 4,0
43300,medium1,1663000
43300,medium2,1663000
43300,large1,2704000
43300,large2,0
43400,small 1,1803000
43400,small 2,1803000
43400,small 3,0
43400,small 4,0
43400,medium1,1663000
43400,medium2,1663000
43400,large1,2704000
43400,large2,0
43500,small 1,1803000
43500,small 2,1803000
43500,small 3,0
43500,small 4,0
43500,medium1,1663000
43500,medium2,1663000
43500,large1,2704000
43500,large2,0
43600,small 1,1803000
43600,small 2,1803000
43600,small 3,0
43600,small 4,0
43600,medium1,1663000
43600,medium2,1663000
43600,large1,2704000
43600,large2,0
43700,small 1,1803000
43700,small 2,1803000
43700,small 3,0
43700,small 4,0
43700,medium1,1663000
43700,medium2,1663000
43700,large1,2704000
43700,large2,0
43800,small 1,1803000
43800,small 2,1803000
43800,small 3,0
43800,small 4,0
43800,medium1,1663000
43800,medium2,1663000
43800,large1,2704000
43800,large2,0
43900,small 1,1803000
43900,small 2,1803000
43900,small 3,0
43900,small 4,0
43900,medium1,1663000
43900,medium2,1663000
43900,large1,2704000
43900,large2,0
44000,small 1,1803000
44000,small 2,1803000
44000,small 3,0
44000,small 4,0
44000,medium1,1663000
44000,medium2,1663000
44000,large1,2704000
44000,large2,0
44100,small 1,1803000
44100,small 2,1803000
44100,small 3,0
44100,small 4,0
44100,medium1,1663000
44100,medium2,1663000
44100,large1,2704000
44100,large2,0
44200,small 1,1803000
44200,small 2,1803000
44200,small 3,0
44200,small 4,0
44200,medium1,1663000
44200,medium2,1663000
44200,large1,2704000
44200,large2,0
44300,small 1,1803000
44300,small 2,1803000
44300,small 3,0
44300,small 4,0
44300,medium1,1663000
44300,medium2,1663000
44300,large1,2704000
44300,large2,0
44400,small 1,1803000
44400,small 2,1803000
44400,small 3,0
44400,small 4,0
44400,medium1,1663000
44400,medium2,1663000
44400,large1,2704000
44400,large2,0
44500,small 1,1803000
44500,small 2,1803000
44500,small 3,0
44500,small 4,0
44500,medium1,1663000
44500,medium2,1663000
44500,large1,2704000
44500,large2,0
44600,small 1,1803000
44600,small 2,1803000
44600,small 3,0
44600,small 4,0
44600,medium1,1663000
44600,medium2,1663000
44600,large1,2704000
44600,large2,0
44700,small 1,1803000
44700,small 2,1803000
44700,small 3,0
44700,small 4,0
44700,medium1,1663000
44700,medium2,1663000
44700,large1,2704000
44700,large2,0
44800,small 1,1803000
44800,small 2,1803000
44800,small 3,0
44800,small 4,0
44800,medium1,1663000
44800,medium2,1663000
44800,large1,2704000
44800,large2,0
44900,small 1,1803000
44900,small 2,1803000
44900,small 3,0
44900,small 4,0
44900,medium1,1663000
44900,medium2,1663000
44900,large1,2704000
44900,large2,0
45000,small 1,1803000
45000,small 2,1803000
45000,small 3,0
45000,small 4,0
45000,medium1,1663000
45000,medium2,1663000
45000,large1,2704000
45000,large2,0
45100,small 1,1803000
45100,small 2,1803000
45100,small 3,0
45100,small 4,0
45100,medium1,1663000
45100,medium2,1663000
45100,large1,2704000
45100,large2,0
45200,small 1,1803000
45200,small 2,1803000
45200,small 3,0
45200,small 4,0
45200,medium1,1663000
45200,medium2,1663000
45200,large1,2704000
45200,large2,0
45300,small 1,1803000
45300,small 2,1803000
45300,small 3,0
45300,small 4,0
45300,medium1,1663000
45300,medium2,1663000
45300,large1,2704000
45300,large2,0
45400,small 1,1803000
45400,small 2,1803000
45400,small 3,0
45400,small 4,0
45400,medium1,1663000
45400,medium2,1663000
45400,large1,2704000
45400,large2,0
45500,small 1,1803000
45500,small 2,1803000
45500,small 3,0
45500,small 4,0
45500,medium1,1663000
45500,medium2,1663000
45500,large1,2704000
45500,large2,0
45600,small 1,1803000
45600,small 2,1803000
45600,small 3,0
45600,small 4,0
45600,medium1,1663000
45600,medium2,1663000
45600,large1,2704000
45600,large2,0
45700,small 1,1803000
45700,small 2,1803000
45700,small 3,0
45700,small 4,0
45700,medium1,1663000
45700,medium2,1663000
45700,large1,2704000
45700,large2,0
45800,small 1,1803000
45800,small 2,1803000
45800,small 3,0
45800,small 4,0
45800,medium1,1663000
45800,medium2,1663000
45800,large1,2704000
45800,large2,0
45900,small 1,1803000
45900,small 2,1803000
45900,small 3,0
45900,small 4,0
45900,medium1,1663000
45900,medium2,1663000
45900,large1,2704000
45900,large2,0
46000,small 1,1803000
46000,small 2,1803000
46000,small 3,0
46000,small 4,0
46000,medium1,1663000
46000,medium2,1663000
46000,large1,2704000
46000,large2,0
46100,small 1,1803000
46100,small 2,1803000
46100,small 3,0
46100,small 4,0
46100,medium1,1663000
46100,medium2,1663000
46100,large1,2704000
46100,large2,0
46200,small 1,1803000
46200,small 2,1803000
46200,small 3,0
46200,small 4,0
46200,medium1,1663000
46200,medium2,1663000
46200,large1,2704000
46200,large2,0
46300,small 1,1803000
46300,small 2,1803000
46300,small 3,0
46300,small 4,0
46300,medium1,1663000
46300,medium2,1663000
46300,large1,2704000
46300,large2,0
46400,small 1,1803000
46400,small 2,1803000
46400,small 3,0
46400,small 4,0
46400,medium1,1663000
46400,medium2,1663000
46400,large1,2704000
46400,large2,0
46500,small 1,1803000
46500,small 2,1803000
46500,small 3,0
46500,small 4,0
46500,medium1,1663000
46500,medium2,1663000
46500,large1,2704000
46500,large2,0
46600,small 1,1803000
46600,small 2,1803000
46600,small 3,0
46600,small 4,0
46600,medium1,1663000
46600,medium2,1663000
46600,large1,2704000
46600,large2,0
46700,small 1,1803000
46700,small 2,1803000
46700,small 3,0
46700,small 4,0
46700,medium1,1663000
46700,medium2,1663000
46700,large1,2704000
46700,large2,0
46800,small 1,1803000
46800,small 2,1803000
46800,small 3,0
46800,small 4,0
46800,medium1,1663000
46800,medium2,1663000
46800,large1,2704000
46800,large2,0
46900,small 1,1803000
46900,small 2,1803000
46900,small 3,0
46900,small 4,0
46900,medium1,1663000
46900,medium2,1663000
46900,large1,2704000
46900,large2,0
47000,small 1,1803000
47000,small 2,1803000
47000,small 3,0
47000,small 4,0
47000,medium1,1663000
47000,medium2,1663000
47000,large1,2704000
47000,large2,0
47100,small 1,1803000
47100,small 2,1803000
47100,small 3,0
47100,small 4,0
47100,medium1,1663000
47100,medium2,1663000
47100,large1,2704000
47100,large2,0
47200,small 1,1803000
47200,small 2,1803000
47200,small 3,0
47200,small 4,0
47200,medium1,1663000
47200,medium2,1663000
47200,large1,2704000
47200,large2,0
47300,small 1,1803000
47300,small 2,1803000
47300,small 3,0
47300,small 4,0
47300,medium1,1663000
47300,medium2,1663000
47300,large1,2704000
47300,large2,0
47400,small 1,1803000
47400,small 2,1803000
47400,small 3,0
47400,small 4,0
47400,medium1,1663000
47400,medium2,1663000
47400,large1,2704000
47400,large2,0
47500,small 1,1803000
47500,small 2,1803000
47500,small 3,0
47500,small 4,0
47500,medium1,1663000
47500,medium2,1663000
47500,large1,2704000
47500,large2,0
47600,small 1,1803000
47600,small 2,1803000
47600,small 3,0
47600,small 4,0
47600,medium1,1663000
47600,medium2,1663000
47600,large1,2704000
47600,large2,0
47700,small 1,1803000
47700,small 2,1803000
47700,small 3,0
47700,small 4,0
47700,medium1,1663000
47700,medium2,1663000
47700,large1,2704000
47700,large2,0
47800,small 1,1803000
47800,small 2,1803000
47800,small 3,0
47800,small 4,0
47800,medium1,1663000
47800,medium2,1663000
47800,large1,2704000
47800,large2,0
47900,small 1,1803000
47900,small 2,1803000
47900,small 3,0
47900,small 4,0
47900,medium1,1663000
47900,medium2,1663000
47900,large1,2704000
47900,large2,0
48000,small 1,1803000
48000,small 2,1803000
48000,small 3,0
48000,small 4,0
48000,medium1,1663000
48000,medium2,1663000
48000,large1,2704000
48000,large2,0
48100,small 1,1803000
48100,small 2,1803000
48100,small 3,0
48100,small 4,0
48100,medium1,1663000
48100,medium2,1663000
48100,large1,2704000
48100,large2,0
48200,small 1,1803000
48200,small 2,1803000
48200,small 3,0
48200,small 4,0
48200,medium1,1663000
48200,medium2,1663000
48200,large1,2704000
48200,large2,0
48300,small 1,1803000
48300,small 2,1803000
48300,small 3,0
48300,small 4,0
48300,medium1,1663000
48300,medium2,1663000
48300,large1,2704000
48300,large2,0
48400,small 1,1803000
48400,small 2,1803000
48400,small 3,0
48400,small 4,0
48400,medium1,1663000
48400,medium2,1663000
48400,large1,2704000
48400,large2,0
48500,small 1,1803000
48500,small 2,1803000
48500,small 3,0
48500,small 4,0
48500,medium1,1663000
48500,medium2,1663000
48500,large1,2704000
48500,large2,0
48600,small 1,1803000
48600,small 2,1803000
48600,small 3,0
48600,small 4,0
48600,medium1,1663000
48600,medium2,1663000
48600,large1,2704000
48600,large2,0
48700,small 1,1803000
48700,small 2,1803000
48700,small 3,0
48700,small 4,0
48700,medium1,1663000
48700,medium2,1663000
48700,large1,2704000
48700,large2,0
48800,small 1,1803000
48800,small 2,1803000
48800,small 3,0
48800,small 4,0
48800,medium1,1663000
48800,medium2,1663000
48800,large1,2704000
48800,large2,0
48900,small 1,1803000
48900,small 2,1803000
48900,small 3,0
48900,small 4,0
48900,medium1,1663000
48900,medium2,1663000
48900,large1,2704000
48900,large2,0
49000,small 1,1803000
49000,small 2,1803000
49000,small 3,0
49000,small 4,0
49000,medium1,1663000
49000,medium2,1663000
49000,large1,2704000
49000,large2,0
49100,small 1,930000
49100,small 2,930000
49100,small 3,0
49100,small 4,0
49100,medium1,1663000
49100,medium2,0
49100,large1,500000
49100,large2,0
49200,small 1,1328000
49200,small 2,1328000
49200,small 3,1328000
49200,small 4,0
49200,medium1,2130000
49200,medium2,0
49200,large1,1106000
49200,large2,0
49300,small 1,300000
49300,small 2,300000
49300,small 3,300000
49300,small 4,0
49300,medium1,1836000
49300,medium2,0
49300,large1,500000
49300,large2,0
49400,small 1,1328000
49400,small 2,1328000
49400,small 3,1328000
49400,small 4,0
49400,medium1,2130000
49400,medium2,0
49400,large1,1106000
49400,large2,0
49500,small 1,1803000
49500,small 2,1803000
49500,small 3,1803000
49500,small 4,0
49500,medium1,553000
49500,medium2,0
49500,large1,2401000
49500,large2,0
49600,small 1,1803000
49600,small 2,1803000
49600,small 3,1803000
49600,small 4,0
49600,medium1,553000
49600,medium2,0
49600,large1,2401000
49600,large2,0
49700,small 1,1598000
49700,small 2,0
49700,small 3,0
49700,small 4,0
49700,medium1,1663000
49700,medium2,1663000
49700,large1,2507000
49700,large2,0
49800,small 1,1803000
49800,small 2,1803000
49800,small 3,0
49800,small 4,0
49800,medium1,1663000
49800,medium2,1663000
49800,large1,2704000
49800,large2,0
49900,small 1,1803000
49900,small 2,1803000
49900,small 3,0
49900,small 4,0
49900,medium1,1663000
49900,medium2,1663000
49900,large1,2704000
49900,large2,0
50000,small 1,1803000
50000,small 2,1803000
50000,small 3,0
50000,small 4,0
50000,medium1,1663000
50000,medium2,1663000
50000,large1,2704000
50000,large2,0
50100,small 1,1803000
50100,small 2,1803000
50100,small 3,0
50100,small 4,0
50100,medium1,1663000
50100,medium2,1663000
50100,large1,2704000
50100,large2,0
50200,small 1,1803000
50200,small 2,1803000
50200,small 3,0
50200,small 4,0
50200,medium1,1663000
50200,medium2,1663000
50200,large1,2704000
50200,large2,0
50300,small 1,1803000
50300,small 2,1803000
50300,small 3,0
50300,small 4,0
50300,medium1,1663000
50300,medium2,1663000
50300,large1,2704000
50300,large2,0
50400,small 1,1803000
50400,small 2,1803000
50400,small 3,0
50400,small 4,0
50400,medium1,1663000
50400,medium2,1663000
50400,large1,2704000
50400,large2,0
50500,small 1,1803000
50500,small 2,1803000
50500,small 3,0
50500,small 4,0
50500,medium1,1663000
50500,medium2,1663000
50500,large1,2704000
50500,large2,0
50600,small 1,1803000
50600,small 2,1803000
50600,small 3,0
50600,small 4,0
50600,medium1,1663000
50600,medium2,1663000
50600,large1,2704000
50600,large2,0
50700,small 1,1803000
50700,small 2,1803000
50700,small 3,0
50700,small 4,0
50700,medium1,1663000
50700,medium2,1663000
50700,large1,2704000
50700,large2,0
50800,small 1,1803000
50800,small 2,1803000
50800,small 3,0
50800,small 4,0
50800,medium1,1663000
50800,medium2,1663000
50800,large1,2704000
50800,large2,0
50900,small 1,1803000
50900,small 2,1803000
50900,small 3,0
50900,small 4,0
50900,medium1,1663000
50900,medium2,1663000
50900,large1,2704000
50900,large2,0
51000,small 1,1803000
51000,small 2,1803000
51000,small 3,0
51000,small 4,0
51000,medium1,1663000
51000,medium2,1663000
51000,large1,2704000
51000,large2,0
51100,small 1,1803000
51100,small 2,1803000
51100,small 3,0
51100,small 4,0
51100,medium1,1663000
51100,medium2,1663000
51100,large1,2704000
51100,large2,0
51200,small 1,1803000
51200,small 2,1803000
51200,small 3,0
51200,small 4,0
51200,medium1,1663000
51200,medium2,1663000
51200,large1,2704000
51200,large2,0
51300,small 1,1803000
51300,small 2,1803000
51300,small 3,0
51300,small 4,0
51300,medium1,1663000
51300,medium2,1663000
51300,large1,2704000
51300,large2,0
51400,small 1,1803000
51400,small 2,1803000
51400,small 3,0
51400,small 4,0
51400,medium1,1663000
51400,medium2,1663000
51400,large1,2704000
51400,large2,0
51500,small 1,1803000
51500,small 2,1803000
51500,small 3,0
51500,small 4,0
51500,medium1,1663000
51500,medium2,1663000
51500,large1,2704000
51500,large2,0
51600,small 1,1803000
51600,small 2,1803000
51600,small 3,0
51600,small 4,0
51600,medium1,1663000
51600,medium2,1663000
51600,large1,2704000
51600,large2,0
51700,small 1,1803000
51700,small 2,1803000
51700,small 3,0
51700,small 4,0
51700,medium1,1663000
51700,medium2,1663000
51700,large1,2704000
51700,large2,0
51800,small 1,1803000
51800,small 2,1803000
51800,small 3,0
51800,small 4,0
51800,medium1,1663000
51800,medium2,1663000
51800,large1,2704000
51800,large2,0
51900,small 1,1803000
51900,small 2,1803000
51900,small 3,0
51900,small 4,0
51900,medium1,1663000
51900,medium2,1663000
51900,large1,2704000
51900,large2,0
52000,small 1,1803000
52000,small 2,1803000
52000,small 3,0
52000,small 4,0
52000,medium1,1663000
52000,medium2,1663000
52000,large1,2704000
52000,large2,0
52100,small 1,1803000
52100,small 2,1803000
52100,small 3,0
52100,small 4,0
52100,medium1,1663000
52100,medium2,1663000
52100,large1,2704000
52100,large2,0
52200,small 1,1803000
52200,small 2,1803000
52200,small 3,0
52200,small 4,0
52200,medium1,1663000
52200,medium2,1663000
52200,large1,2704000
52200,large2,0
52300,small 1,1803000
52300,small 2,1803000
52300,small 3,0
52300,small 4,0
52300,medium1,1663000
52300,medium2,1663000
52300,large1,2704000
52300,large2,0
52400,small 1,1803000
52400,small 2,1803000
52400,small 3,0
52400,small 4,0
52400,medium1,1663000
52400,medium2,1663000
52400,large1,2704000
52400,large2,0
52500,small 1,1803000
52500,small 2,1803000
52500,small 3,0
52500,small 4,0
52500,medium1,1663000
52500,medium2,1663000
52500,large1,2704000
52500,large2,0
52600,small 1,1803000
52600,small 2,1803000
52600,small 3,0
52600,small 4,0
52600,medium1,1663000
52600,medium2,1663000
52600,large1,2704000
52600,large2,0
52700,small 1,1803000
52700,small 2,1803000
52700,small 3,0
52700,small 4,0
52700,medium1,1663000
52700,medium2,1663000
52700,large1,2704000
52700,large2,0
52800,small 1,1803000
52800,small 2,1803000
52800,small 3,0
52800,small 4,0
52800,medium1,1663000
52800,medium2,1663000
52800,large1,2704000
52800,large2,0
52900,small 1,1803000
52900,small 2,1803000
52900,small 3,0
52900,small 4,0
52900,medium1,1663000
52900,medium2,1663000
52900,large1,2704000
52900,large2,0
53000,small 1,1803000
53000,small 2,1803000
53000,small 3,0
53000,small 4,0
53000,medium1,1663000
53000,medium2,1663000
53000,large1,2704000
53000,large2,0
53100,small 1,1803000
53100,small 2,1803000
53100,small 3,0
53100,small 4,0
53100,medium1,1663000
53100,medium2,1663000
53100,large1,2704000
53100,large2,0
53200,small 1,1803000
53200,small 2,1803000
53200,small 3,0
